                       Rpile_in_s1
date                              
2022 Mar 17 00:05:00  1.036681e+27
2022 Mar 17 00:15:00  1.080538e+27
2022 Mar 17 00:20:00  3.906370e+12
2022 Mar 17 00:30:00  2.902920e+32
2022 Mar 17 00:50:00  3.022230e+32
2022 Mar 17 00:55:00  1.717713e+19
2022 Mar 17 01:15:00  1.717713e+19
2022 Mar 17 01:20:00  1.841542e+31
2022 Mar 17 01:35:00  3.227488e+18
2022 Mar 17 01:40:00  2.473693e+11
2022 Mar 17 02:00:00  7.080816e+31
2022 Mar 17 02:20:00  1.841542e+31
2022 Mar 17 02:25:00  1.122819e+10
2022 Mar 17 02:35:00  1.036681e+27
2022 Mar 17 02:45:00  1.014120e+31
2022 Mar 17 03:00:00  1.717713e+19
2022 Mar 17 03:05:00  1.157819e+27
2022 Mar 17 04:45:00  5.373121e+03
2022 Mar 17 11:20:00  2.213680e+04
2022 Mar 17 11:40:00  2.584160e+04
2022 Mar 17 13:05:00  5.268644e+03
2022 Mar 17 20:45:00  2.000000e+04
2022 Mar 17 21:20:00  5.223271e+03
2022 Mar 17 22:00:00  2.163720e+04
2022 Mar 17 23:15:00  2.236660e+04
                      Rpile_in_s16
date                              
2022 Mar 17 00:05:00  7.080816e+31
2022 Mar 17 00:10:00  3.022230e+32
2022 Mar 17 00:20:00  3.777893e+22
2022 Mar 17 00:25:00  4.056482e+31
2022 Mar 17 00:35:00  1.014120e+31
2022 Mar 17 00:40:00  2.121900e+32
2022 Mar 17 00:50:00  1.429708e+19
2022 Mar 17 00:55:00  3.022230e+32
2022 Mar 17 01:00:00  4.841072e+30
2022 Mar 17 01:05:00  1.036681e+27
2022 Mar 17 01:15:00  2.522882e+14
2022 Mar 17 01:25:00  1.610127e+19
2022 Mar 17 01:30:00  4.429504e+27
2022 Mar 17 01:45:00  2.566603e+14
2022 Mar 17 01:55:00  2.614191e+11
2022 Mar 17 02:00:00  1.648770e+22
2022 Mar 17 02:30:00  1.157819e+27
2022 Mar 17 02:40:00  1.429708e+19
2022 Mar 17 02:55:00  4.417234e+21
2022 Mar 17 03:00:00  3.022230e+32
2022 Mar 17 03:05:00  7.080816e+31
2022 Mar 17 03:15:00  4.587829e+27
2022 Mar 17 13:05:00  2.000000e+04
2022 Mar 17 14:20:00  2.000000e+04
2022 Mar 17 15:35:00  2.000000e+04
2022 Mar 17 15:55:00  2.529720e+04
2022 Mar 17 17:00:00  2.000000e+04
2022 Mar 17 18:40:00  5.248179e+03
2022 Mar 17 19:40:00  5.069255e+03
2022 Mar 17 22:25:00  5.251814e+03
                      Rpile_in_s11
date                              
2022 Mar 17 00:05:00  2.510864e+08
2022 Mar 17 00:20:00  1.036681e+27
2022 Mar 17 00:30:00  1.717713e+19
2022 Mar 17 00:35:00  4.429504e+27
2022 Mar 17 00:40:00  1.717713e+19
2022 Mar 17 00:50:00  1.403948e+31
2022 Mar 17 00:55:00  7.316962e+08
2022 Mar 17 01:00:00  7.080816e+31
2022 Mar 17 01:10:00  7.080816e+31
2022 Mar 17 01:15:00  4.429504e+27
2022 Mar 17 01:25:00  4.417234e+21
2022 Mar 17 01:35:00  7.700977e+31
2022 Mar 17 01:40:00  4.056482e+31
2022 Mar 17 02:00:00  9.314621e+05
2022 Mar 17 02:05:00  7.080816e+31
2022 Mar 17 02:15:00  1.036681e+27
2022 Mar 17 02:20:00  4.412386e+21
2022 Mar 17 03:05:00  5.585814e+34
2022 Mar 17 03:10:00  6.608389e+13
2022 Mar 17 03:15:00  1.014120e+31
2022 Mar 17 03:20:00  5.134369e+03
2022 Mar 17 07:55:00  2.000000e+04
2022 Mar 17 08:30:00  5.223890e+03
2022 Mar 17 09:10:00  2.159640e+04
2022 Mar 17 10:25:00  2.237620e+04
2022 Mar 17 11:40:00  2.706200e+04
2022 Mar 17 12:15:00  5.397056e+03
2022 Mar 17 13:05:00  2.602660e+04
                      Rpile_out_s1
date                              
2022 Mar 17 00:05:00  2.632960e+20
2022 Mar 17 00:15:00  1.014120e+31
2022 Mar 17 00:20:00  1.752385e+19
2022 Mar 17 00:25:00  6.222705e+13
2022 Mar 17 00:35:00  7.700977e+31
2022 Mar 17 00:45:00  1.717713e+19
2022 Mar 17 00:50:00  7.364932e+31
